Date,Description,Payee,Reference,Amount,Type,Status,Category Code,Category Name,Reconciled
2024-03-28,Bank charges,ADT Cash Deposit 00765003 Fridge,,10129.70,Credit,PENDING,,,No
2024-03-28,FNB App Payment To Odirile Salary Elle Elephant Salary,FNB App Payment To Odirile Salary Elle Elephant Salary,,2500.00,Debit,PENDING,,,No
2024-03-28,FNB App Payment To Helen Moema Salary Elleelephant Salary,FNB App Payment To Helen Moema Salary Elleelephant Salary,,2500.00,Debit,PENDING,,,No
2024-03-26,Magtape Credit Phatutshedzo Phaswana,Magtape Credit Phatutshedzo Phaswana,,800.00,Credit,PENDING,,,No
2024-03-25,Magtape Credit Capitec SPhadise,Magtape Credit Capitec SPhadise,,800.00,Credit,PENDING,,,No
2024-03-25,Rtc Credit Thatego Mphela Fd 020213 D6,Rtc Credit Thatego Mphela Fd 020213 D6,,1150.00,Credit,PENDING,,,No
2024-03-25,Rtc Credit Khanyisile Makwela Cd 9 Fcbd 9 F3,Rtc Credit Khanyisile Makwela Cd 9 Fcbd 9 F3,,900.00,Credit,PENDING,,,No
2024-03-25,Bank charges,ADT Cash Deposit 01052005 Tshegofatso,,814.70,Credit,PENDING,,,No
2024-03-23,Payshap Credit Fumi Mhangwana,Payshap Credit Fumi Mhangwana,,900.00,Credit,PENDING,,,No
2024-03-22,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,,6800.00,Debit,PENDING,,,No
2024-03-20,Bank charges,ADT Cash Deposit 00686117 Kgomotso Mashabela,,814.70,Credit,PENDING,,,No
2024-03-19,Rtc Credit TPelo D6 F13663 D6,Rtc Credit TPelo D6 F13663 D6,,150.00,Credit,PENDING,,,No
2024-03-18,Rtc Credit Reatlegile Makwela 586 Deb 3 E54,Rtc Credit Reatlegile Makwela 586 Deb 3 E54,,800.00,Credit,PENDING,,,No
2024-03-16,#Cash Deposit Fee,#Cash Deposit Fee,,85.40,Credit,PENDING,,,No
2024-03-16,#Monthly Account Fee,#Monthly Account Fee,,99.00,Debit,PENDING,,,No
2024-03-16,#Service Fees,#Service Fees,,8.00,Debit,PENDING,,,No
2024-03-15,Magtape Credit Capitec Ntando Mthimunye,Magtape Credit Capitec Ntando Mthimunye,,800.00,Credit,PENDING,,,No
2024-03-12,Bank charges,ADT Cash Deposit 09741001 Minentle Masuku,,157.20,Credit,PENDING,,,No
2024-03-11,Rtc Credit TPelo 95 D631 E960,Rtc Credit TPelo 95 D631 E960,,230.00,Credit,PENDING,,,No
2024-03-09,FNB App Payment From Kefentse Motsepe,FNB App Payment From Kefentse Motsepe,,450.00,Credit,PENDING,,,No
2024-03-08,Bank charges,ADT Cash Deposit 09741002 Minietle Tshirt,,238.45,Credit,PENDING,,,No
2024-03-08,Magtape Credit Capitec Warona Khoza,Magtape Credit Capitec Warona Khoza,,800.00,Credit,PENDING,,,No
2024-03-07,Rtc Credit Bokamoso Mbewe 62325 A7914,Rtc Credit Bokamoso Mbewe 62325 A7914,,800.00,Credit,PENDING,,,No
2024-03-07,FNB App Payment From Kefentse Motsepe,FNB App Payment From Kefentse Motsepe,,150.00,Credit,PENDING,,,No
2024-03-06,Bank charges,ADT Cash Deposit 01868104 Tsholofelo Seitshoke,,510.95,Credit,PENDING,,,No
2024-03-05,Rtc Credit Leano A4 C4 E8 C0 D8,Rtc Credit Leano A4 C4 E8 C0 D8,,720.00,Credit,PENDING,,,No
2024-03-04,Rtc Credit SSkhosana 83248 A29 C4,Rtc Credit SSkhosana 83248 A29 C4,,900.00,Credit,PENDING,,,No
2024-03-04,Magtape Credit Capitec Kefentse Motsepe,Magtape Credit Capitec Kefentse Motsepe,,720.00,Credit,PENDING,,,No
2024-03-04,Magtape Credit Capitec Hlulani Ndhlovu,Magtape Credit Capitec Hlulani Ndhlovu,,800.00,Credit,PENDING,,,No
2024-03-04,Rtc Credit Boago Masilo 815778 A256,Rtc Credit Boago Masilo 815778 A256,,720.00,Credit,PENDING,,,No
2024-03-04,FNB App Rtc Pmt To School Transport Direeditswe Ndlovu,FNB App Rtc Pmt To School Transport Direeditswe Ndlovu,,458.00,Debit,PENDING,,,No
2024-03-04,Bank charges,ADT Cash Deposit Brooklyn Oabile,,814.70,Credit,PENDING,,,No
2024-03-02,Rtc Credit TPelo 2 D22985215,Rtc Credit TPelo 2 D22985215,,800.00,Credit,PENDING,,,No
2024-03-02,Rtc Credit Naledi Seitshokelo A6 B6573 F93,Rtc Credit Naledi Seitshokelo A6 B6573 F93,,800.00,Credit,PENDING,,,No
2024-03-02,POS Purchase Afrihost Com 3 400568*988801 Mar,POS Purchase Afrihost Com 3 400568*988801 Mar,,49.00,Debit,PENDING,,,No
2024-03-01,Magtape Debit D6 Group_287399003_D6 Group,Magtape Debit D6 Group_287399003_D6 Group,,3280.35,Debit,PENDING,,,No
2024-02-29,Magtape Credit Capitec TMogotlane,Magtape Credit Capitec TMogotlane,,900.00,Credit,PENDING,,,No
2024-02-29,Rtc Credit LGumbu F4 Dc 5052 C8,Rtc Credit LGumbu F4 Dc 5052 C8,,900.00,Credit,PENDING,,,No
2024-02-28,FNB App Payment To Helen Salary Elle Elephant Salary,FNB App Payment To Helen Salary Elle Elephant Salary,,2500.00,Debit,PENDING,,,No
2024-02-28,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,,3000.00,Debit,PENDING,,,No
2024-02-28,FNB App Payment To Odirile Salary Elle Elephant Salary,FNB App Payment To Odirile Salary Elle Elephant Salary,,2500.00,Debit,PENDING,,,No
2024-02-27,Magtape Credit Capitec Khanyisile Makwela,Magtape Credit Capitec Khanyisile Makwela,,1200.00,Credit,PENDING,,,No
2024-02-26,Rtc Credit Thatego Mphela E2 Ea 07 D0 A4,Rtc Credit Thatego Mphela E2 Ea 07 D0 A4,,720.00,Credit,PENDING,,,No
2024-02-26,Bank charges,ADT Cash Deposit 01052005 Tshegofatso,,814.70,Credit,PENDING,,,No
2024-02-24,Magtape Credit Phatutshedzo Phaswana,Magtape Credit Phatutshedzo Phaswana,,800.00,Credit,PENDING,,,No
2024-02-23,Bank charges,ADT Cash Deposit 01052004 Minentle Masuku,,814.70,Credit,PENDING,,,No
2024-02-23,Rtc Credit Fumi Mhangwana 1611 Dd 4897,Rtc Credit Fumi Mhangwana 1611 Dd 4897,,900.00,Credit,PENDING,,,No
2024-02-21,Bank charges,ADT Cash Deposit 00686112 Kgomotso Mashabela,,814.70,Credit,PENDING,,,No
2024-02-17,#Cash Deposit Fee,#Cash Deposit Fee,,100.70,Credit,PENDING,,,No
2024-02-17,#Monthly Account Fee,#Monthly Account Fee,,99.00,Debit,PENDING,,,No
2024-02-17,#Non FNBATM Cash Withdrawal Fee,#Non FNBATM Cash Withdrawal Fee,,24.00,Debit,PENDING,,,No
2024-02-17,#Service Fees,#Service Fees,,84.48,Debit,PENDING,,,No
2024-02-17,POS Purchase Shoprite Mabopane S 485442*038215 Feb,POS Purchase Shoprite Mabopane S 485442*038215 Feb,,1615.02,Debit,PENDING,,,No
2024-02-15,Rtc Credit Ntando Mthimunye 8 Afbd 15 Ca 1,Rtc Credit Ntando Mthimunye 8 Afbd 15 Ca 1,,800.00,Credit,PENDING,,,No
2024-02-14,POS Purchase 129.00 Apple.Com/Bi 485442*038211 Feb,POS Purchase 129.00 Apple.Com/Bi 485442*038211 Feb,,132.68,Debit,PENDING,,,No
2024-02-12,POS Purchase FNBMenl 10000000131 400568*988808 Feb,POS Purchase FNBMenl 10000000131 400568*988808 Feb,,17.68,Debit,PENDING,,,No
2024-02-10,POS Purchase Liquorshop Olympus 400568*988807 Feb,POS Purchase Liquorshop Olympus 400568*988807 Feb,,409.63,Debit,PENDING,,,No
2024-02-10,Magtape Credit Capitec Warona Khoza,Magtape Credit Capitec Warona Khoza,,800.00,Credit,PENDING,,,No
2024-02-09,Bank charges,POS Purchase Mcd Glen Village(07 400568*988806 Feb,,136.48,Debit,PENDING,,,No
2024-02-09,POS Purchase China Centre 400568*988803 Feb,POS Purchase China Centre 400568*988803 Feb,,283.68,Debit,PENDING,,,No
2024-02-08,FNBOBPmt Kgetoentle Moqau Mog,FNBOBPmt Kgetoentle Moqau Mog,,1400.00,Credit,PENDING,,,No
2024-02-07,Bank charges,ADT Cash Deposit 00100003 Bokamoso Mbewe,,814.70,Credit,PENDING,,,No
2024-02-07,Rtc Credit SPhadise F37 Ebf 35 A8,Rtc Credit SPhadise F37 Ebf 35 A8,,800.00,Credit,PENDING,,,No
2024-02-06,Bank charges,ADT Cash Deposit 00686111 Minentle Masuku,,1320.95,Credit,PENDING,,,No
2024-02-06,Bank charges,ADT Cash Deposit 01623101 Naledi,,814.70,Credit,PENDING,,,No
2024-02-05,FNB App Rtc Pmt To School Transport Direeditswe Ndlovu,FNB App Rtc Pmt To School Transport Direeditswe Ndlovu,,458.00,Debit,PENDING,,,No
2024-02-05,FNB App Payment From Leano,FNB App Payment From Leano,,720.00,Credit,PENDING,,,No
2024-02-05,Rtc Credit Hlulani Ndhlovu 80 Cf 2 F7197,Rtc Credit Hlulani Ndhlovu 80 Cf 2 F7197,,1000.00,Credit,PENDING,,,No
2024-02-03,POS Purchase Afrihost Com 3 400568*988801 Feb,POS Purchase Afrihost Com 3 400568*988801 Feb,,41.68,Debit,PENDING,,,No
2024-02-02,Bank charges,ADT Cash Deposit Brooklyn Oabile,,814.70,Credit,PENDING,,,No
2024-02-02,Rtc Credit SSkhosana C52 Fe 7 Dd 52,Rtc Credit SSkhosana C52 Fe 7 Dd 52,,1630.00,Credit,PENDING,,,No
2024-02-01,Magtape Debit D6 Group_286135718_D6 Group,Magtape Debit D6 Group_286135718_D6 Group,,3666.10,Debit,PENDING,,,No
2024-02-01,POS Purchase KKekana 13 485442*038230 Jan,POS Purchase KKekana 13 485442*038230 Jan,,633.68,Debit,PENDING,,,No
2024-02-01,POS Purchase Shoprite Mabopane S 485442*038230 Jan,POS Purchase Shoprite Mabopane S 485442*038230 Jan,,238.66,Debit,PENDING,,,No
2024-02-01,Magtape Credit Capitec Kefentse Motsepe,Magtape Credit Capitec Kefentse Motsepe,,720.00,Credit,PENDING,,,No
2024-01-31,FNB App Payment To Odirile Salary Elle Elephant Salary,FNB App Payment To Odirile Salary Elle Elephant Salary,,744.10,Debit,PENDING,,,No
2024-01-31,Rtc Credit LGumbu 7 B8 Ba 750 A6,Rtc Credit LGumbu 7 B8 Ba 750 A6,,900.00,Credit,PENDING,,,No
2024-01-31,Magtape Credit Capitec TPelo,Magtape Credit Capitec TPelo,,800.00,Credit,PENDING,,,No
2024-01-31,Fuel Purchase Engen Winterveldt S 485442*038229 Jan,Fuel Purchase Engen Winterveldt S 485442*038229 Jan,,306.25,Debit,PENDING,,,No
2024-01-30,Chq Card ATMLocal Cash Advanc Cash Engen Wintervd 74325634028000112851,Chq Card ATMLocal Cash Advanc Cash Engen Wintervd 74325634028000112851,,524.00,Debit,PENDING,,,No
2024-01-30,Fuel Purchase Engen Winterveldt S 485442*038227 Jan,Fuel Purchase Engen Winterveldt S 485442*038227 Jan,,206.25,Debit,PENDING,,,No
2024-01-30,FNB App Payment To Helen Salary Elle Elephant Salary,FNB App Payment To Helen Salary Elle Elephant Salary,,2005.75,Debit,PENDING,,,No
2024-01-29,POS Purchase West Pack Lifestyle 400568*988828 Jan,POS Purchase West Pack Lifestyle 400568*988828 Jan,,762.88,Debit,PENDING,,,No
2024-01-29,POS Purchase Roots Mabopane-Uc 485442*038225 Jan,POS Purchase Roots Mabopane-Uc 485442*038225 Jan,,56.10,Debit,PENDING,,,No
2024-01-29,POS Purchase 59.99 Apple.Com/Bil 485442*038227 Jan,POS Purchase 59.99 Apple.Com/Bil 485442*038227 Jan,,59.99,Debit,PENDING,,,No
2024-01-29,POS Purchase Afrihost.Com 3 400568*988827 Jan,POS Purchase Afrihost.Com 3 400568*988827 Jan,,1.00,Debit,PENDING,,,No
2024-01-29,Magtape Credit Capitec BMakwela,Magtape Credit Capitec BMakwela,,1700.00,Credit,PENDING,,,No
2024-01-29,POS Purchase Afrihost Com 3 400568*988827 Jan,POS Purchase Afrihost Com 3 400568*988827 Jan,,9.97,Debit,PENDING,,,No
2024-01-29,Magtape Credit Phatutshedzo Phaswana,Magtape Credit Phatutshedzo Phaswana,,800.00,Credit,PENDING,,,No
2024-01-27,POS Purchase Shoprite Mabopane S 485442*038225 Jan,POS Purchase Shoprite Mabopane S 485442*038225 Jan,,492.16,Debit,PENDING,,,No
2024-01-27,Magtape Credit ABSABank Fumi Mhangwana,Magtape Credit ABSABank Fumi Mhangwana,,900.00,Credit,PENDING,,,No
2024-01-26,ADT Cash Deposit 01052006 Tshegofatso,ADT Cash Deposit 01052006 Tshegofatso,,764.70,Credit,PENDING,,,No
2024-01-25,Rtc Credit Thatego Mphela 88 C9 Bfed 29,Rtc Credit Thatego Mphela 88 C9 Bfed 29,,720.00,Credit,PENDING,,,No
2024-01-25,Fuel Purchase Engen Winterveldt S 485442*038223 Jan,Fuel Purchase Engen Winterveldt S 485442*038223 Jan,,300.00,Debit,PENDING,,,No
2024-01-25,Rtc Credit OMasilo 8631999671,Rtc Credit OMasilo 8631999671,,1540.00,Credit,PENDING,,,No
2024-01-25,POS Purchase Starlite 485442*038223 Jan,POS Purchase Starlite 485442*038223 Jan,,1200.00,Debit,PENDING,,,No
2024-01-23,Card Cashback Cashb Shoprite Temba 745520*0151,Card Cashback Cashb Shoprite Temba 745520*0151,,200.00,Debit,PENDING,,,No
2024-01-23,Card Purchase With Cashback Shoprite Temba 485442*038220 Jan,Card Purchase With Cashback Shoprite Temba 485442*038220 Jan,,268.94,Debit,PENDING,,,No
2024-01-22,Magtape Credit Capitec Naledi Maphoto Books,Magtape Credit Capitec Naledi Maphoto Books,,720.00,Credit,PENDING,,,No
2024-01-20,Fuel Purchase Engen Winterveldt S 485442*038218 Jan,Fuel Purchase Engen Winterveldt S 485442*038218 Jan,,150.00,Debit,PENDING,,,No
2024-01-20,Bank charges,ADT Cash Deposit 09741002 Kgomotso Mashabela,,1320.95,Credit,PENDING,,,No
2024-01-18,POS Purchase Checkers Wonderpark 485442*038216 Jan,POS Purchase Checkers Wonderpark 485442*038216 Jan,,996.84,Debit,PENDING,,,No
2024-01-18,POS Purchase Postnet 13 485442*038216 Jan,POS Purchase Postnet 13 485442*038216 Jan,,3.60,Debit,PENDING,,,No
2024-01-17,#Monthly Account Fee,#Monthly Account Fee,,99.00,Debit,PENDING,,,No
2024-01-17,Rtc Credit TPelo 7488 D61868,Rtc Credit TPelo 7488 D61868,,1300.00,Credit,PENDING,,,No
2024-01-17,Fuel Purchase BPMabopane 2 485442*038215 Jan,Fuel Purchase BPMabopane 2 485442*038215 Jan,,300.00,Debit,PENDING,,,No
2024-01-17,Magtape Credit Capitec Kefentse Motsepe,Magtape Credit Capitec Kefentse Motsepe,,720.00,Credit,PENDING,,,No
2024-01-17,#Cash Deposit Fee,#Cash Deposit Fee,,23.15,Credit,PENDING,,,No
2024-01-17,POS Purchase Shoprite Soshanguwe 485442*038215 Jan,POS Purchase Shoprite Soshanguwe 485442*038215 Jan,,1364.99,Debit,PENDING,,,No
2024-01-17,Rtc Credit Leano C0 D45 A1353,Rtc Credit Leano C0 D45 A1353,,720.00,Credit,PENDING,,,No
2024-01-16,Rtc Credit Ntando Mthimunye C511 F24 E80,Rtc Credit Ntando Mthimunye C511 F24 E80,,1300.00,Credit,PENDING,,,No
2024-01-16,Magtape Credit Fumi Mhangwani,Magtape Credit Fumi Mhangwani,,1400.00,Credit,PENDING,,,No
2024-01-16,Rtc Credit OMasilo 0187 C229 A2,Rtc Credit OMasilo 0187 C229 A2,,820.00,Credit,PENDING,,,No
2024-01-15,Bank charges,ADT Cash Deposit 00585005 Oabile Matlakala,,814.70,Credit,PENDING,,,No
2024-01-15,Magtape Credit Phatutshedzo Phaswana,Magtape Credit Phatutshedzo Phaswana,,1300.00,Credit,PENDING,,,No
2024-01-08,Magtape Credit Capitec Warona Khoza,Magtape Credit Capitec Warona Khoza,,1020.00,Credit,PENDING,,,No
2024-01-05,FNB App Payment To Elle Elephant Rent,FNB App Payment To Elle Elephant Rent,,8000.00,Debit,PENDING,,,No
2024-01-05,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,,2000.00,Debit,PENDING,,,No
2023-12-30,Magtape Credit Capitec Botlhale Mmusi,Magtape Credit Capitec Botlhale Mmusi,,1020.00,Credit,PENDING,,,No
2023-12-28,POS Purchase 59.99 Apple.Com/Bil 485442*038227 Dec,POS Purchase 59.99 Apple.Com/Bil 485442*038227 Dec,,59.99,Debit,PENDING,,,No
2023-12-21,Rtc Credit Thatego Mphela A4 B76689 B3,Rtc Credit Thatego Mphela A4 B76689 B3,,720.00,Credit,PENDING,,,No
2023-12-19,Bank charges,ADT Cash Deposit 01171007 B0 Ago Masilo,,308.45,Credit,PENDING,,,No
2023-12-18,Rtc Credit LGumbu 7 Ae 4 Db 1872,Rtc Credit LGumbu 7 Ae 4 Db 1872,,800.00,Credit,PENDING,,,No
2023-12-14,#Cash Deposit Fee,#Cash Deposit Fee,,62.25,Credit,PENDING,,,No
2023-12-14,#Monthly Account Fee,#Monthly Account Fee,,99.00,Debit,PENDING,,,No
2023-12-14,#Service Fees,#Service Fees,,39.18,Debit,PENDING,,,No
2023-12-13,FNB App Payment To Oratile Salary Elle Elephant Salary,FNB App Payment To Oratile Salary Elle Elephant Salary,,2005.75,Debit,PENDING,,,No
2023-12-13,FNB App Payment To Helen Salary Elle Elephant Salary,FNB App Payment To Helen Salary Elle Elephant Salary,,2005.75,Debit,PENDING,,,No
2023-12-12,Bank charges,ADT Cash Deposit 01052002 Tshegofatso Ramatlht,,1118.45,Credit,PENDING,,,No
2023-12-06,Bank charges,POS Purchase KFCMabopane 485442*038202 Dec,,1126.18,Debit,PENDING,,,No
2023-12-06,Magtape Credit Capitec Warona Khoza,Magtape Credit Capitec Warona Khoza,,720.00,Credit,PENDING,,,No
2023-12-06,Rtc Credit Botlhale Mmusi C4 Bb 9 E5600,Rtc Credit Botlhale Mmusi C4 Bb 9 E5600,,1200.00,Credit,PENDING,,,No
2023-12-05,POS Purchase Clicks Greenstone M 485442*038203 Dec,POS Purchase Clicks Greenstone M 485442*038203 Dec,,454.08,Debit,PENDING,,,No
2023-12-04,Magtape Credit Capitec Botlhale Mmusi,Magtape Credit Capitec Botlhale Mmusi,,250.00,Credit,PENDING,,,No
2023-12-04,POS Purchase Makro Woodmead 485442*038201 Dec,POS Purchase Makro Woodmead 485442*038201 Dec,,479.80,Debit,PENDING,,,No
2023-12-04,FNB App Payment From Kefentse Motsepe,FNB App Payment From Kefentse Motsepe,,720.00,Credit,PENDING,,,No
2023-12-04,POS Purchase Woolworths 485442*038201 Dec,POS Purchase Woolworths 485442*038201 Dec,,1396.64,Debit,PENDING,,,No
2023-12-04,Rtc Credit GMabasa B367 Dc 2774,Rtc Credit GMabasa B367 Dc 2774,,870.00,Credit,PENDING,,,No
2023-12-04,FNB App Payment From Leano,FNB App Payment From Leano,,720.00,Credit,PENDING,,,No
2023-12-04,POS Purchase Checkers Green Vall 485442*038201 Dec,POS Purchase Checkers Green Vall 485442*038201 Dec,,3015.28,Debit,PENDING,,,No
2023-12-04,POS Purchase Joyville Animal Far 400568*988802 Dec,POS Purchase Joyville Animal Far 400568*988802 Dec,,3400.00,Debit,PENDING,,,No
2023-12-02,FNB App Payment To Grad Party Packs Think M8 Ecd,FNB App Payment To Grad Party Packs Think M8 Ecd,,1475.00,Debit,PENDING,,,No
2023-12-01,Magtape Debit D6 Group_283416111_D6 Group,Magtape Debit D6 Group_283416111_D6 Group,,2463.85,Debit,PENDING,,,No
2023-12-01,FNB App Rtc Pmt To Oratile Salary Elle Elephant Salary,FNB App Rtc Pmt To Oratile Salary Elle Elephant Salary,,2008.00,Debit,PENDING,,,No
2023-12-01,FNB App Rtc Pmt To Helen Salary Elle Elephant Salary,FNB App Rtc Pmt To Helen Salary Elle Elephant Salary,,2008.00,Debit,PENDING,,,No
2023-11-30,FNB App Payment To Grad 360 Camera Think M8 Ecd,FNB App Payment To Grad 360 Camera Think M8 Ecd,,2500.00,Debit,PENDING,,,No
2023-11-30,Rtc Credit LGumbu B7628 F7 F67,Rtc Credit LGumbu B7628 F7 F67,,800.00,Credit,PENDING,,,No
2023-11-30,Magtape Credit Capitec Onsiametse Monyai,Magtape Credit Capitec Onsiametse Monyai,,500.00,Credit,PENDING,,,No
2023-11-30,POS Purchase New World 485442*038227 Nov,POS Purchase New World 485442*038227 Nov,,2299.00,Debit,PENDING,,,No
2023-11-29,POS Purchase Metro Home City 485442*038227 Nov,POS Purchase Metro Home City 485442*038227 Nov,,6799.00,Debit,PENDING,,,No
2023-11-29,Rtc Credit Warona Khoza 56 Be 4 D96 F8,Rtc Credit Warona Khoza 56 Be 4 D96 F8,,550.00,Credit,PENDING,,,No
2023-11-29,FNB App Rtc Pmt To Grad Party Packs Think M8 Ecd,FNB App Rtc Pmt To Grad Party Packs Think M8 Ecd,,1483.00,Debit,PENDING,,,No
2023-11-29,Bank charges,ADT Cash Deposit 00585003 Uniform,,389.70,Credit,PENDING,,,No
2023-11-28,Rtc Credit Olebogilwe Phadise 7 Ba 06937 B5,Rtc Credit Olebogilwe Phadise 7 Ba 06937 B5,,720.00,Credit,PENDING,,,No
2023-11-27,Bank charges,ADT Cash Deposit 00585003 Oabile Matlakala,,510.95,Credit,PENDING,,,No
2023-11-27,Bank charges,ADT Cash Deposit 01049009 Remo Dzaga Madiba,,258.45,Credit,PENDING,,,No
2023-11-25,Rtc Credit Thatego Mphela 76 A83 B5 B68,Rtc Credit Thatego Mphela 76 A83 B5 B68,,720.00,Credit,PENDING,,,No
2023-11-25,Bank charges,ADT Cash Deposit 01052001 Tshegfatso,,764.70,Credit,PENDING,,,No
2023-11-24,Rtc Credit Graduation B1244 Af 476,Rtc Credit Graduation B1244 Af 476,,1000.00,Credit,PENDING,,,No
2023-11-17,#Cash Deposit Fee,#Cash Deposit Fee,,57.55,Credit,PENDING,,,No
2023-11-17,#Monthly Account Fee,#Monthly Account Fee,,99.00,Debit,PENDING,,,No
2023-11-16,Rtc Credit Remo Dzaga Madiba 3 C9 A3793 C6,Rtc Credit Remo Dzaga Madiba 3 C9 A3793 C6,,700.00,Credit,PENDING,,,No
2023-11-15,Magtape Credit Capitec Boitumelo Makhubela,Magtape Credit Capitec Boitumelo Makhubela,,1720.00,Credit,PENDING,,,No
2023-11-15,FNB App Payment To Grad Photo Packages Elle Elephant,FNB App Payment To Grad Photo Packages Elle Elephant,,1900.00,Debit,PENDING,,,No
2023-11-09,Bank charges,ADT Cash Deposit 00686110 Onkgethile Mabasa,,764.70,Credit,PENDING,,,No
2023-11-08,Rtc Credit Olebogilwe Phadise 18 A192 A6 F5,Rtc Credit Olebogilwe Phadise 18 A192 A6 F5,,1200.00,Credit,PENDING,,,No
2023-11-06,FNB App Payment From Leano,FNB App Payment From Leano,,720.00,Credit,PENDING,,,No
2023-11-06,Rtc Credit Warona Khoza D281 Ea 9344,Rtc Credit Warona Khoza D281 Ea 9344,,720.00,Credit,PENDING,,,No
2023-11-04,Bank charges,ADT Cash Deposit 01049003 Remo Dzaga Madiba,,713.45,Credit,PENDING,,,No
2023-11-01,Bank charges,ADT Cash Deposit 02014004 Boago Masilo,,744.70,Credit,PENDING,,,No
2023-10-31,Magtape Credit Capitec Kefentse Motsepe,Magtape Credit Capitec Kefentse Motsepe,,1220.00,Credit,PENDING,,,No
2023-10-31,Magtape Credit Capitec Botlhale Mmusi,Magtape Credit Capitec Botlhale Mmusi,,1000.00,Credit,PENDING,,,No
2023-10-31,Rtc Credit LGumbu 0 Dd 740 Be 53,Rtc Credit LGumbu 0 Dd 740 Be 53,,800.00,Credit,PENDING,,,No
2023-10-28,Bank charges,ADT Cash Deposit 01052006 Tshegofatso,,764.70,Credit,PENDING,,,No
2023-10-25,Rtc Credit Thatego Mphela 7600 D855 D5,Rtc Credit Thatego Mphela 7600 D855 D5,,870.00,Credit,PENDING,,,No
2023-10-24,Magtape Credit Capitec Naledi Maphoto Books,Magtape Credit Capitec Naledi Maphoto Books,,460.00,Credit,PENDING,,,No
2023-10-17,#Cash Deposit Fee,#Cash Deposit Fee,,44.10,Credit,PENDING,,,No
2023-10-17,#Monthly Account Fee,#Monthly Account Fee,,99.00,Debit,PENDING,,,No
2023-10-14,POS Purchase Mr DFood 485442*038212 Oct,POS Purchase Mr DFood 485442*038212 Oct,,135.00,Debit,PENDING,,,No
2023-10-13,Magtape Credit Capitec Boitumelo Makhubela,Magtape Credit Capitec Boitumelo Makhubela,,720.00,Credit,PENDING,,,No
2023-10-13,Rtc Credit Remo Dzaga Madiba 30 Dfae 2519,Rtc Credit Remo Dzaga Madiba 30 Dfae 2519,,1840.00,Credit,PENDING,,,No
2023-10-11,Rtc Credit LGumbu Bc 7 F123 Cf 7,Rtc Credit LGumbu Bc 7 F123 Cf 7,,800.00,Credit,PENDING,,,No
2023-10-09,FNB App Payment From Lindo Msiza,FNB App Payment From Lindo Msiza,,720.00,Credit,PENDING,,,No
2023-10-09,Rtc Credit Onkgethile Mabasa 1 C59 B1 E327,Rtc Credit Onkgethile Mabasa 1 C59 B1 E327,,720.00,Credit,PENDING,,,No
2023-10-05,Magtape Credit Capitec Warona Khoza,Magtape Credit Capitec Warona Khoza,,720.00,Credit,PENDING,,,No
2023-10-05,Magtape Credit Capitec Naledi Maphoto Fees,Magtape Credit Capitec Naledi Maphoto Fees,,500.00,Credit,PENDING,,,No
2023-10-04,FNB App Payment To Grad Photo Packages Elle Elephant,FNB App Payment To Grad Photo Packages Elle Elephant,,2800.00,Debit,PENDING,,,No
2023-10-04,POS Purchase Mr DFood 485442*038202 Oct,POS Purchase Mr DFood 485442*038202 Oct,,154.98,Debit,PENDING,,,No
2023-10-03,POS Purchase Mr DFood 485442*038230 Sep,POS Purchase Mr DFood 485442*038230 Sep,,135.00,Debit,PENDING,,,No
2023-10-03,Rtc Credit MSwele D2 Ebf 889 A1,Rtc Credit MSwele D2 Ebf 889 A1,,2300.00,Credit,PENDING,,,No
2023-10-02,Bank charges,ADT Cash Deposit 02119104 Boago Masilo,,744.70,Credit,PENDING,,,No
2023-10-02,POS Purchase Mr DFood 485442*038229 Sep,POS Purchase Mr DFood 485442*038229 Sep,,1330.89,Debit,PENDING,,,No
2023-10-02,Magtape Credit Capitec Kefentse Motsepe,Magtape Credit Capitec Kefentse Motsepe,,720.00,Credit,PENDING,,,No
2023-10-02,ADT Cash Deposit 09741001 Leano,ADT Cash Deposit 09741001 Leano,,734.70,Credit,PENDING,,,No
2023-09-29,Magtape Credit Capitec Botlhale Mmusi,Magtape Credit Capitec Botlhale Mmusi,,1020.00,Credit,PENDING,,,No
2023-09-28,Rtc Credit Warona Khoza 9 Ecf 708 Ff 3,Rtc Credit Warona Khoza 9 Ecf 708 Ff 3,,500.00,Credit,PENDING,,,No
2023-09-28,FNB App Payment From Kgethi,FNB App Payment From Kgethi,,500.00,Credit,PENDING,,,No
2023-09-27,Magtape Credit Capitec Kefentse Motsepe,Magtape Credit Capitec Kefentse Motsepe,,500.00,Credit,PENDING,,,No
2023-09-26,Bank charges,ADT Cash Deposit 01052004 Tshegofatso,,764.70,Credit,PENDING,,,No
2023-09-23,Rtc Credit Thatego Mphela 682611 A431,Rtc Credit Thatego Mphela 682611 A431,,1300.00,Credit,PENDING,,,No
2023-09-21,Rtc Credit Boago Masilo(Trip) 766299 D944,Rtc Credit Boago Masilo(Trip) 766299 D944,,500.00,Credit,PENDING,,,No
